장소명,분류,시간,주소,누구와,무엇을,어떻게,이미지,경도,위도
끗집,음식,점심,경남 창원시 마산회원구 내서읍 중리1길 94 1층,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230724_180%2F1690205348210W2lKE_JPEG%2F%25C3%25BB%25BE%25E7%25C7%25D1_%25C5%25A9%25B8%25B2%25B5%25B7%25B1%25EE%25BD%25BAIMG_20230706_162010_182.jpg,128.5095942,35.2497025
끗집,음식,점심,경남 창원시 마산회원구 내서읍 중리1길 94 1층,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230724_180%2F1690205348210W2lKE_JPEG%2F%25C3%25BB%25BE%25E7%25C7%25D1_%25C5%25A9%25B8%25B2%25B5%25B7%25B1%25EE%25BD%25BAIMG_20230706_162010_182.jpg,128.5095942,35.2497025
끗집,음식,점심,경남 창원시 마산회원구 내서읍 중리1길 94 1층,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230724_180%2F1690205348210W2lKE_JPEG%2F%25C3%25BB%25BE%25E7%25C7%25D1_%25C5%25A9%25B8%25B2%25B5%25B7%25B1%25EE%25BD%25BAIMG_20230706_162010_182.jpg,128.5095942,35.2497025
좋은날,음식,저녁,경남 창원시 마산회원구 내서읍 삼계로 108-14,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_164%2F1685775836257wbY4L_JPEG%2FScreenshot_20230531_055103_KakaoTalk.jpg,128.4928222,35.2327166
좋은날,음식,저녁,경남 창원시 마산회원구 내서읍 삼계로 108-15,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_164%2F1685775836257wbY4L_JPEG%2FScreenshot_20230531_055103_KakaoTalk.jpg,128.4928222,35.2327166
좋은날,음식,저녁,경남 창원시 마산회원구 내서읍 삼계로 108-16,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_164%2F1685775836257wbY4L_JPEG%2FScreenshot_20230531_055103_KakaoTalk.jpg,128.4928222,35.2327166
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 6,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 7,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 8,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 6,연인과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 7,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
어린양양꼬치,음식,저녁,경남 창원시 마산회원구 양덕로 8,가족과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDdfMTIy%2FMDAxNjc4MTg5NTE3ODg4.VxSgUnUGT_Kyw2UQN3QL5KZq9QC4iwZRqXEHCb8m1gsg.ZDDrUKP40sX16M4Dw6H2UNYwDbIxktcPfoR7IjNr2s0g.JPEG%2F20230305_175426.jpg,128.6772783,35.2229536
토리토랑,브런치,종일,경남 창원시 마산회원구 마산역광장로 2-2 1층,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_164%2F1594451714121VM6uu_JPEG%2F4jLRK23DD8wPNFCencux_IUW.jpg,128.5795186,35.2352561
토리토랑,브런치,종일,경남 창원시 마산회원구 마산역광장로 2-2 1층,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_164%2F1594451714121VM6uu_JPEG%2F4jLRK23DD8wPNFCencux_IUW.jpg,128.5795186,35.2352561
토리토랑,브런치,종일,경남 창원시 마산회원구 마산역광장로 2-2 1층,연인과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_164%2F1594451714121VM6uu_JPEG%2F4jLRK23DD8wPNFCencux_IUW.jpg,128.5795186,35.2352561
토리토랑,브런치,종일,경남 창원시 마산회원구 마산역광장로 2-2 1층,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200711_164%2F1594451714121VM6uu_JPEG%2F4jLRK23DD8wPNFCencux_IUW.jpg,128.5795186,35.2352561
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,가족과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,연인과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
원디렉션,브런치,종일,경남 창원시 마산회원구 3·15대로 809-2,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAyMDRfMTc1%2FMDAxNTQ5MjU1NDIyNzIz.V1We6A1pArR6YAkBQWC523PdIAFEzZ4-8l3RlcdQtogg.lxxrydTF8MVP2peAumLYDJ_6TLvZ8Zc7L4dorYFGmzog.JPEG.okjsi%2F2019_0108_14201500.jpg,128.5857248,35.2434937
1998판다집,브런치,종일,경남 창원시 마산회원구 합성시장길 11 1층,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_231%2F1689858018033qcuju_JPEG%2FIMG_5366.jpeg,128.5858712,35.2415697
1998판다집,브런치,종일,경남 창원시 마산회원구 합성시장길 11 1층,친구와,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_231%2F1689858018033qcuju_JPEG%2FIMG_5366.jpeg,128.5858712,35.2415697
1998판다집,브런치,종일,경남 창원시 마산회원구 합성시장길 11 1층,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_231%2F1689858018033qcuju_JPEG%2FIMG_5366.jpeg,128.5858712,35.2415697
1998판다집,브런치,종일,경남 창원시 마산회원구 합성시장길 11 1층,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_231%2F1689858018033qcuju_JPEG%2FIMG_5366.jpeg,128.5858712,35.2415697
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,친구와,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,가족과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
TBA카페,브런치,종일,경남 창원시 마산합포구 산호남2길 2 1층,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_227%2F1689840569235gtymj_JPEG%2FScreenshot_20230720_162932.jpg,128.5796714,35.2173889
토반,음식,점심,경남 창원시 마산합포구 가포신항북로 20,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MDhfMjQ2%2FMDAxNjkxNDc4NzczNjE5.uzaO-MHI3N7lN5-TLdb_ey4QFoAGdEgiComrdb4b4L8g.4OMIoex35wRHoVva63F2caz_7eQ3UdTTVXHJMPDQmIcg.JPEG%2F20230805_194202.jpg,128.5744937,35.168475
신포장어,음식,저녁,경남 창원시 마산합포구 수산2길 113,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190415_187%2F1555338420282Lp0Ld_JPEG%2FXSvskb526w-YVGBtOgr4nfVn.jpg,128.5754915,35.1994162
신포장어,음식,저녁,경남 창원시 마산합포구 수산2길 113,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190415_187%2F1555338420282Lp0Ld_JPEG%2FXSvskb526w-YVGBtOgr4nfVn.jpg,128.5754915,35.1994162
한양면옥,음식,점심,경남 창원시 마산합포구 서성로 12 1층 한양면옥 본점,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_95%2F1666180446781L4zcq_JPEG%2F%25C7%25D1%25BE%25E7%25B8%25E9%25BF%25C1%252822.09.15%252900180.jpg,128.5706924,35.1983273
한양면옥,음식,점심,경남 창원시 마산합포구 서성로 12 1층 한양면옥 본점,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_95%2F1666180446781L4zcq_JPEG%2F%25C7%25D1%25BE%25E7%25B8%25E9%25BF%25C1%252822.09.15%252900180.jpg,128.5706924,35.1983273
한양면옥,음식,점심,경남 창원시 마산합포구 서성로 12 1층 한양면옥 본점,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221019_95%2F1666180446781L4zcq_JPEG%2F%25C7%25D1%25BE%25E7%25B8%25E9%25BF%25C1%252822.09.15%252900180.jpg,128.5706924,35.1983273
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,가족과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,연인과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
황제조개궁녀,음식,저녁,경남 창원시 마산합포구 어시장3길 1 1층,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170717_11%2F1500267135112nzEQv_JPEG%2F2.jpg,128.5752126,35.1992724
동굴집,음식,점심,경남 창원시 마산합포구 가포해안길 35,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
동굴집,음식,점심,경남 창원시 마산합포구 가포해안길 35,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
동굴집,음식,점심,경남 창원시 마산합포구 가포해안길 35,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
동굴집,음식,저녁,경남 창원시 마산합포구 가포해안길 35,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
동굴집,음식,저녁,경남 창원시 마산합포구 가포해안길 35,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
동굴집,음식,저녁,경남 창원시 마산합포구 가포해안길 35,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_122%2F1677121151551YJF0d_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-02-23_%25BF%25C0%25C0%25FC_11.55.59.png,128.5724566,35.1692393
오코노미,음식,저녁,경남 창원시 마산합포구 산호북5길 27,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MDVfMjMy%2FMDAxNjkxMjQzNDY5Nzky.inSDQutP1Jcquh6NXF7fMTA1jheuOmxrNLMcLdiur-4g.iTNip3VM6DdbjsSn221O4CBhN8wEwenUFf7-V4q6occg.JPEG%2FC84D2F93-DCB9-4109-B2B1-EC90B323FC3C.jpeg,128.5851726,35.2197863
오코노미,음식,저녁,경남 창원시 마산합포구 산호북5길 27,친구와,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MDVfMjMy%2FMDAxNjkxMjQzNDY5Nzky.inSDQutP1Jcquh6NXF7fMTA1jheuOmxrNLMcLdiur-4g.iTNip3VM6DdbjsSn221O4CBhN8wEwenUFf7-V4q6occg.JPEG%2FC84D2F93-DCB9-4109-B2B1-EC90B323FC3C.jpeg,128.5851726,35.2197863
우동한그릇,음식,점심,경남 창원시 마산합포구 가포로 706 우동한그릇,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161005_1%2F14756461516487l5bR_JPEG%2F176879535773705_0.jpeg,128.5740042,35.1392174
우동한그릇,음식,점심,경남 창원시 마산합포구 가포로 706 우동한그릇,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161005_1%2F14756461516487l5bR_JPEG%2F176879535773705_0.jpeg,128.5740042,35.1392174
우동한그릇,음식,점심,경남 창원시 마산합포구 가포로 706 우동한그릇,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161005_1%2F14756461516487l5bR_JPEG%2F176879535773705_0.jpeg,128.5740042,35.1392174
바당돌담,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1363 바당돌담,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_204%2F1645351453582aIcRO_JPEG%2FA77700A9-7B90-478A-A418-E231EA8FA870.jpeg,128.5787642,35.0915071
바당돌담,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1363 바당돌담,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_204%2F1645351453582aIcRO_JPEG%2FA77700A9-7B90-478A-A418-E231EA8FA870.jpeg,128.5787642,35.0915071
바당돌담,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1363 바당돌담,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_204%2F1645351453582aIcRO_JPEG%2FA77700A9-7B90-478A-A418-E231EA8FA870.jpeg,128.5787642,35.0915071
석양,음식,점심,경남 창원시 마산합포구 구산면 해양관광로 1393,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
석양,음식,점심,경남 창원시 마산합포구 구산면 해양관광로 1393,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
석양,음식,점심,경남 창원시 마산합포구 구산면 해양관광로 1393,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
석양,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1393,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
석양,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1393,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
석양,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 1393,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MDNfMjM1%2FMDAxNjg4MzQ1MjA5ODE0.65boCjNMMBHN_olEW-V4H4NGK7f3E1E72lFqzmyenTwg.0oa5I_CR80ywkO3tAH4SjOIigtQI3Tbvlqf8TtEI58gg.JPEG%2FScreenshot_20230703_094527_Naver_Blog.jpg,128.5787642,35.0915071
가고파생삼겹구이,음식,저녁,경남 창원시 마산합포구 구산면 해양관광로 962 가고파생삼겹구이,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MTBfMTE3%2FMDAxNjkxNjcwNTcwODA1.RrXArIsitYRQVP8Ijdx2E-z8B-yuLkuchfWfYlPXcTIg.Ct6CkRJSUTnJk3Y55mdeiqohW1jH8rDmMoHMYpUOBGkg.JPEG%2F1691670557681.jpg,128.5481945,35.1050436
